2024-07-04 14:44:07 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@68bc4c2a
2024-07-04 14:44:40 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-04 14:44:48 INFO  NewsController:184 - 게시글 수정 요청: boardNo=30, loginMemberNo=10
2024-07-04 14:44:48 INFO  NewsServiceImpl:141 - 게시글 수정 요청: BoardDto=kr.co.green.board.model.dto.NewsDto@36a62b6b, loginMemberNo=10
2024-07-04 14:44:48 INFO  NewsServiceImpl:152 - 새로운 파일 업로드 성공: boardNo=30, boardUploadName=240704144448_AvaCMtBr.png
2024-07-04 14:44:48 INFO  NewsController:190 - 게시글 수정 성공: boardNo=30
2024-07-04 14:44:48 INFO  NewsController:71 - 상세 조회 요청: boardNo=30, memberNo=10
2024-07-04 14:44:48 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-04 14:44:48 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@61bf3f4d
2024-07-04 14:45:05 INFO  NewsController:71 - 상세 조회 요청: boardNo=30, memberNo=10
2024-07-04 14:45:05 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-04 14:45:05 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@3e6f7396
2024-07-04 14:45:10 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-04 14:45:21 INFO  NewsController:184 - 게시글 수정 요청: boardNo=30, loginMemberNo=10
2024-07-04 14:45:21 WARN  NewsServiceImpl:161 - 게시글 등록 실패: 제목 길이 검증 실패
2024-07-04 14:45:21 ERROR NewsController:193 - 게시글 수정 실패 : boardNo=30
2024-07-04 15:39:35 INFO  NewsController:71 - 상세 조회 요청: boardNo=30, memberNo=10
2024-07-04 15:39:35 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-04 15:39:35 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@26e50c0a
2024-07-04 15:39:40 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-04 15:51:29 INFO  NewsController:71 - 상세 조회 요청: boardNo=29, memberNo=10
2024-07-04 15:51:29 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=29
2024-07-04 15:51:29 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@691fe981
2024-07-04 15:51:30 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=29
2024-07-04 15:51:39 INFO  NewsController:184 - 게시글 수정 요청: boardNo=29, loginMemberNo=10
2024-07-04 15:51:39 INFO  NewsServiceImpl:141 - 게시글 수정 요청: BoardDto=kr.co.green.board.model.dto.NewsDto@49f54626, loginMemberNo=10
2024-07-04 15:51:39 INFO  NewsController:190 - 게시글 수정 성공: boardNo=29
2024-07-04 15:51:39 INFO  NewsController:71 - 상세 조회 요청: boardNo=29, memberNo=10
2024-07-04 15:51:39 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=29
2024-07-04 15:51:39 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@5c11f048
2024-07-04 15:53:32 INFO  NewsController:71 - 상세 조회 요청: boardNo=29, memberNo=10
2024-07-04 15:53:33 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=29
2024-07-04 15:53:33 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@31edb2b2
2024-07-04 15:53:36 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=29
2024-07-04 15:53:39 INFO  NewsController:184 - 게시글 수정 요청: boardNo=29, loginMemberNo=10
2024-07-04 15:53:39 INFO  NewsServiceImpl:141 - 게시글 수정 요청: BoardDto=kr.co.green.board.model.dto.NewsDto@30806c34, loginMemberNo=10
2024-07-04 15:53:39 INFO  NewsServiceImpl:142 - 게시글 수정 성공: boardNo=29
2024-07-04 15:53:39 INFO  NewsController:190 - 게시글 수정 성공: boardNo=29
2024-07-04 15:53:39 INFO  NewsController:71 - 상세 조회 요청: boardNo=29, memberNo=10
2024-07-04 15:53:39 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=29
2024-07-04 15:53:39 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@6e397503
